job_title_full,salary,company,user_id,has_applied,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v4,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v5,v50,v51,v52,v53,v54,v55,v56,v6,v7,v8,v9
Lead SEO Marketing Manager - New Ventures ,NA,e,U1619,0,0.38,0.77,0.82,0.43,0.12,0.09,0.93,0.74,0.93,0.54,NaN,0.08,0.5,0.17,0.88,0.47,0.5,0.4,0.86,0.03,0.04,0.59,0.48,NaN,0.63,0.37,0.21,0.15,0.67,0.13,0.08,0.13,0.28,0.83,0.29,0.91,0.48,0.63,0.28,0.94,0.95,0.38,0.16,0.34,0.4,NaN,0.69,0.99,0.85,0.23,0.82,0.88,0.87,0.59,0.78,0.66
Junior Backend Engineer - (Remote),NA,c,U1620,1,0.02,0.43,0.06,0.47,0.51,0.69,0.71,0.37,0.37,0.77,0.33,0.95,0.69,0.17,0.65,0.03,0.61,NaN,0.08,0.23,0.59,0.93,0.99,NaN,0.71,0,0.4,0.44,0.97,0.98,0.95,0.84,0.42,0.55,0.96,0.89,0.45,0.24,0.34,0.57,0.3,0.16,0.61,0.31,0.45,0.97,0.4,0.23,0.18,0.35,0.62,0.39,0.81,0.9,0.83,0.41
Senior Data Analyst - Pricing Team M/F/D,NA,f,U1621,0,0.11,0.4,0.33,0.35,0.66,0.25,0.42,0.14,0.71,0.65,0.54,0.31,0.57,0.88,0.54,0.16,0.42,NaN,0.08,0.18,0.64,0.75,0.96,NaN,0.09,0.48,0.4,0.65,0.09,0.98,0.55,0.64,0.15,0.37,0.94,0.95,0.08,0.1,0.32,0.91,0.26,0.14,0.97,NaN,0.93,0.68,0.6,0.32,0.92,0.57,0.31,0.65,0.94,0.12,0.9,0.65
Lead SEO Marketeer M/F/D,NA,f,U1622,0,0.25,0.68,0.97,0.3,0.44,0.97,0.8,NaN,0.46,0.52,0.23,1,0.2,0.6,0.73,0.67,0.58,NaN,0.19,0.18,0.83,0.81,0.15,NaN,0.7,0.29,0.21,0.28,0.53,0.72,0.27,0.16,0.58,0.65,0.07,0.63,0.51,0.87,0.89,0.85,0.42,0.73,0.77,0.07,0.31,0.62,0.51,0.19,0.38,0.19,0.01,0.76,0.33,0.9,0.74,0.59
 AI Researcher - Supplier Financing,NA,d,U1623,0,0.02,0.02,0.32,0.53,0.98,0.32,0.1,0.84,0.35,0.85,0.81,0.78,0.02,0.84,0.4,0.29,0.04,NaN,0.8,0.45,0.39,0.54,0.74,NaN,0.63,0.68,0.68,NaN,0.62,0.33,0.61,0.2,0.43,0.74,0.55,0.47,0.89,0.34,0.38,0.88,0.19,0.05,0.5,0.35,0.6,0.21,0.69,0.72,0.88,0.64,0.51,0.84,0.98,0.5,0.43,0.17
Lead Brand Marketing Manager - New Ventures  m/f/d,67000,e,U1624,1,0.55,0.9,0.53,0.63,0.36,NaN,0.7,0.58,0.47,0.17,0.86,0.78,0.11,0.35,0.72,0.51,0.87,NaN,0.56,0.18,0.08,0.82,0.44,NaN,0.95,0.09,0.67,0.83,0.46,0.13,0.4,0.83,0.05,0.26,0.04,0.98,0.82,0.25,0.7,0.78,0.68,0.9,0.89,0.45,0.15,0.76,0.99,0.77,0.76,0.43,0.65,0.35,0.43,1,0.27,0.21
Senior Marketing Analyst - New Ventures ,NA,f,U1625,0,0.85,0.57,0.86,0.84,0.63,0.38,0.6,0.29,0.98,0.98,NaN,0.21,0.1,0.89,NaN,0.6,0,NaN,0.88,0.27,0.7,0.43,0.07,NaN,0.3,0.46,0.49,0.73,0.11,0.98,0.53,0.42,0.73,0.6,0.17,0.56,0.12,0.12,0.91,0.24,0.91,0.87,0.75,0.29,0.79,0.8,0.26,0.41,0.05,0.29,0.68,0.03,0.79,0.63,0.55,0.35
Junior Data Science Manager (m/f/d),NA,d,U1626,0,0.49,0.02,0.23,0.89,1,0.4,0.08,0.38,0.74,0.49,0.5,0.06,0.49,0.35,0.02,0.63,0.59,0.25,0.47,0.56,0.25,0.76,0.68,0.4,0.35,0.61,0.44,NaN,0.81,0.7,0.67,0.15,0.13,0.27,0.83,0.17,0.37,0.03,0.28,0.88,0.86,0.68,0.61,0.74,0.96,0.74,0.05,0.16,0.34,0.21,0.11,0.02,0.84,0.63,0.55,0.09
Lead Shop Manager - New Ventures,NA,g,U1627,0,0.22,0.7,0.15,0.93,0.07,0.29,0.03,0.67,0.6,0.22,0.14,0.86,0.7,0.28,0.08,0.89,0.32,NaN,0.75,0.32,0.33,0.92,0.94,NaN,0.09,0.95,0.87,0.43,0.66,0.62,0.37,0.87,NaN,0.83,0.11,0.27,0.82,0.59,0.2,0.09,0.34,0.77,0.33,0.39,0.82,0.97,0.88,0.09,0.23,0.73,0.33,0.65,0.34,0.57,0.73,0.93
Senior Brand Manager - (Remote),NA,a,U1628,0,0.43,0.7,0.35,0.68,0.52,0.18,0.84,0.62,0.06,0.98,0.47,0.42,0.65,0.95,0.08,0.71,0.69,NaN,0.7,0.55,0.55,0.99,0.42,NaN,0.81,0.27,0.92,0.11,0.6,0.26,0.83,0.4,0.67,0.33,0.16,0.68,0.3,0.17,0.68,0.82,0.7,0.51,0.44,0.56,0.68,0.32,0.52,0.62,0.72,0.76,0.76,0.02,0.24,0.25,0.67,0.45
Senior Data Scientist - Supplier Financing M/F/D,62000,e,U1629,1,0.24,0.32,0.05,0.55,0.09,0.95,0.29,0.01,0.49,0.11,0.76,0.65,0.14,0.16,0.44,0.6,0.08,0.91,0.19,0.53,0.46,0.89,0.09,NaN,0.87,0.65,0.93,0.05,0.44,0.43,0.33,0.8,0.34,0.82,0.16,0.04,0.78,0.09,NaN,0.83,0.75,0.82,0.9,0.13,0.2,0.4,0.31,0.65,0.41,0.57,0.97,0.67,0.79,0.19,0.31,0.51
 Performance Marketing Manager - Mobile m/f/d,NA,h,U1630,0,0.3,0,0.81,0.3,0.94,0.12,0.41,0.25,0.32,0.29,0.33,0.89,0.05,0.76,0.73,0.57,0.99,NaN,0.35,0.8,0.22,0.23,0.75,NaN,0.96,0.07,0.55,0.38,0.39,NaN,0.59,0.1,0.92,0.25,0.17,0.84,0.24,0.36,0.95,0.8,0.59,0.17,0.3,0.87,0.61,0.66,0.39,0.59,0.22,0.51,0.3,0.73,0.13,0.23,0.13,0.81
Senior Data Analyst - Pricing Team M/F/D,NA,d,U1631,1,0.19,0.07,NaN,0.6,0.72,0.83,0.26,NaN,0.23,0.49,0.33,0.98,0.29,0.43,0.97,0.74,0.01,NaN,0.27,0.19,0.89,0.22,0.08,0.44,0.45,0.17,0.18,0.58,0.93,0.23,0.53,0.9,0.11,0.12,0.84,0.97,0.58,0.64,0.98,0.55,0.48,0.41,0.85,0.72,0.14,0.81,NaN,0.05,0.49,0.99,0.35,0.54,0.96,0.8,0.77,1
Junior Data Science Manager (m/f/d),NA,f,U1632,0,0.2,0.19,0.29,0.23,0.51,0.11,0.86,0.43,0.75,0.06,0.85,0.03,0.02,0.94,0.02,0.77,0.78,NaN,0.17,0.65,0.62,0.54,0.61,NaN,0.82,0.53,0.25,0.14,0.49,0.35,0.85,0.93,0.78,0.53,0.13,0.55,0.35,0.81,0.54,0.3,0.38,0.88,0.37,0.02,0.71,1,0.92,0.38,0.94,0.79,0.92,0.23,0.11,0.18,0.13,0.4
 Frontend Engineer - Deep Learning (m/f/d),NA,c,U1633,0,0.58,0.8,0.32,0.08,0.14,0.49,0.03,0.64,0.93,0.18,0.14,0.6,0.43,0.84,0.56,0.18,0.06,NaN,0.46,0.29,0.13,0.05,0.49,NaN,0.39,0.32,0.55,0.7,0.87,0.89,0.37,0.11,0.14,0.08,0.32,0.07,0.21,0.14,0.59,0.9,0.24,0.06,0.65,0.67,0.67,0.08,0.17,0.78,0.98,0.26,0.95,0.95,0.55,0.71,0.78,0.58
Senior Brand Manager - (Remote),NA,h,U1634,1,0.58,0.27,0.01,0.98,0.43,0.32,0.05,0.33,0.71,0,0.04,0.16,0.38,0.09,0.12,0.55,0.75,NaN,0.78,0.01,0.29,0.64,0.18,NaN,0.61,0.06,0.9,0.26,0.83,0.21,0.89,0.53,0.8,0.95,0.8,0.95,NaN,0.51,0.65,0.51,0.22,0.05,0.48,0.45,0.21,0.34,0.57,0.43,0.5,0.7,0.35,0.92,0.84,0.81,0.9,0.78
Junior Product Manager -  Mobile,NA,g,U1635,1,0.04,0.63,0.69,0.67,0.65,0.35,0.56,0.73,0.74,0.53,0.25,0.51,0.35,0.44,0.97,0.33,0.77,NaN,0.54,0.74,0.35,0.45,0.95,0.03,0.98,0.26,0.99,0.14,0.21,0.76,0.11,0.58,0.97,0.73,0.46,0.58,0.28,1,0.59,0.1,0.88,0.33,0.05,0.7,0.49,0.45,0.24,0.53,0.65,0.49,NaN,0.7,0.33,0.02,1,0.41
 Performance Marketing Manager - Mobile m/f/d,58000,d,U1636,1,0.69,0.22,0.63,0.91,0.76,0.19,0.36,0.16,0.51,0.59,0.2,0.2,0.01,0.79,0.33,0.75,0.4,0.91,0.93,0.17,0.52,0.06,0.96,0.9,0.7,0.93,0.61,0.22,0.82,0.48,0.1,0.91,0.28,0.34,0.21,1,0.42,0.34,0.82,0.31,0.8,0.39,0.02,0.89,0.23,0.52,0.52,0.67,0.38,0.88,0.62,0.94,0.69,0.81,0.3,0.03
 Product Owner - Checkout,NA,d,U1637,1,0.18,0.56,0.02,0.6,0.57,0.94,0.67,0.84,0.84,NaN,0.71,0.72,0.84,0.7,0.83,0.48,0.86,0.74,0.9,0,0.05,0.06,0.66,0.73,0.04,0.28,0.14,0.19,0.88,0.01,0.57,0.44,0.84,0.08,0.56,0.76,0.38,0.72,0.27,0.97,NaN,0.24,0.13,0.71,0.93,0.34,0.64,0.74,0.86,0.88,0.49,0.11,0.96,0.13,0.65,0.56
Lead SEO Marketeer M/F/D,NA,e,U1638,0,0.48,0.37,0.25,NaN,0.07,0.39,0.21,0.14,0.52,0.5,0.55,0.56,0.74,0.29,0.42,0.01,0.11,NaN,0.67,0.72,0.61,0.4,0.42,NaN,0.68,0.72,0.5,1,0.17,0.99,0.06,0.38,0.35,0.32,0.36,0.88,0.33,0.22,0.77,0.28,0.6,0.73,0.47,0.99,0,0.73,0.37,0.88,0.85,0.68,0.74,0.09,0.76,0.42,0.58,0.25
Junior Sustainability Manager - France,59000,h,U1639,1,0.07,0.65,0.24,0.49,0.4,0.9,0.85,0.25,NaN,0.08,0.89,0.07,0.48,0.9,0.84,0.56,0.55,NaN,0.65,0.55,0.91,0.6,0.77,NaN,0.53,0.09,0.02,0.21,0.65,0.04,0.97,0.89,0.21,0.28,0.86,0.42,0.48,0.71,0.31,0.37,0.62,0.77,0.59,0.82,0.16,0.81,0.54,0.18,0.39,0.72,0.05,0.78,0.99,0.2,0.3,0.72
Junior Software Developer,NA,f,U1640,0,0.81,0.7,0.8,0.64,0.16,0.48,0.01,0.09,0.75,0.55,0.17,0.23,0.1,0.56,0.19,0.81,0.97,NaN,0.44,0.12,0.69,0.27,0.46,NaN,0.49,0.06,0.81,0.21,0.94,0.08,0.93,0.87,0.09,0.63,NaN,0.37,0.73,0,0.94,0.51,0.11,0.88,0.4,0.92,0.93,0.84,0.13,0.4,0.3,0.19,0.44,0.08,0.31,0.84,0,0.52
Lead Big Data Analyst - Pricing Team,NA,a,U1641,0,0.98,0.85,0.85,0.47,0.45,0.09,0.94,0.17,0.52,0.63,0.57,0.84,0.1,0.75,0.22,0.7,0.55,NaN,0.64,0.19,0.25,0.01,0.55,NaN,0.92,0.76,0.33,0.55,0.46,0.9,0.74,0.13,0.51,0.35,0.03,0.62,0.1,0.15,0.15,0.44,0.96,0.57,0.57,0.38,NaN,0.66,0.69,0.37,0.57,0.84,0.09,0.02,0.6,0.24,0.78,0.04
Senior Data Analyst - Pricing Team M/F/D,65000,g,U1642,1,0.01,0.6,0.93,0.96,0.76,0.17,0.65,0.65,0.79,0.65,0.19,0.69,0.03,0.37,0.72,0.47,0.83,NaN,0.75,1,0.15,0.57,0.68,NaN,0.24,0.45,0.64,0.57,0.75,0.4,0.11,0.1,0.98,0.46,0.19,0.17,0.12,0.13,0.61,0.48,0.88,0.71,0.82,0.39,0.68,0.66,0.36,0.67,0.67,0.83,0.04,0.39,0.1,0.49,0.49,0.5
Junior Sustainability Manager - France,NA,e,U1643,1,0.04,0.11,0.1,0.76,0.12,0.44,0.3,0.63,0.13,0.5,0.13,0.76,0.05,0.13,0.37,0.43,0.93,NaN,0.29,0.63,0.41,0.52,0.49,0.46,0.68,0.58,0.47,0.76,0.67,0.76,0.61,0.94,0.17,0.66,0.16,0.13,0.63,0.02,0.8,0.6,0.45,0.25,0.5,0.26,0.58,0.2,0.07,0.15,0.43,0.79,0.82,0.16,0.31,0.94,0.4,0.99
Senior Growth Hacker - New Ventures  (M/F/D),NA,b,U1644,0,0.81,0.39,0.25,0.42,0.47,0.84,0.21,0.1,0.94,0.06,0.98,0.45,0.51,0.07,0.6,0.89,0.37,0.64,0.79,0.67,1,0.26,0.19,NaN,0.26,0.23,0.37,0.15,0.9,0.77,0.96,0.35,0.29,0.47,0.66,0.33,0.91,0.31,0.08,0.83,0.08,NaN,0.71,0.9,0.02,0.82,0.94,0.53,0.04,0.28,0.98,0.83,0.17,0.37,0.25,0.43
Lead Shop Manager - New Ventures,55000,e,U1645,1,0.17,0.86,0.66,0.55,0.56,0.23,0.78,NaN,0.38,0.47,0.51,0.97,0.24,0.68,0.75,0.78,0.81,NaN,0.81,0.23,0.94,0.15,0.47,NaN,0.75,0.65,0.67,0.91,0.16,0.52,0.69,0.09,0.88,0.86,0.77,0.18,0.62,0.92,0.87,0.26,0.9,0.42,0.91,0.83,0.64,0.74,0.26,0.85,0.44,0.33,0.59,0.16,0.01,0.19,0.22,0.74
 Brand Manager (m/f/d),NA,b,U1646,1,0.03,0.12,0.54,0.55,0.14,0.08,0.63,0.96,0.26,0.18,0.98,0.61,0.56,0.27,0.77,0.01,0.38,0.45,0.25,0.56,0.42,0.4,0.53,NaN,0.34,0.2,0.64,0.4,0.74,0.79,0.91,0.33,0.71,0.69,0.42,0.36,0.07,0.31,0.39,0.28,0.64,0.1,0.93,0.77,0.38,0.12,0.41,0.27,0.17,0.52,0.14,0.57,0.8,0.45,0.73,0.73
 Manager Innovation Lab M/F/D,NA,c,U1647,0,0.53,0.25,0.6,0.07,0.48,0.41,0.29,0.79,0.67,0.69,0.75,0.96,0.32,0.45,0.97,0.6,0.62,NaN,0.96,0.38,0.6,0.19,0,0.34,0.89,0.34,0.95,0.9,0.22,0.02,0.28,0.71,0.57,0.57,0.91,0.44,0.5,0.2,0.56,0.58,0.01,0.04,0.89,0.2,0.15,0.04,0.14,0.07,0.96,0.79,0.01,0.19,0.36,0.07,0.04,0.09
Junior Onboarding Manager - New Ventures (M/F/D),NA,a,U1648,1,0.83,0.62,0.94,0.83,0.48,0.91,0.98,0.5,0.7,0.55,0.93,0.59,0.36,0.22,0.46,0.99,0.64,0.71,0.79,0.9,0.57,0.36,0.88,0.07,0.21,NaN,0.78,0.55,0.94,0.27,0.8,0.74,0.6,0.94,0.49,0.09,0.69,0.11,0.19,0.03,0.39,0.1,0.55,0.65,0.27,0.67,0.71,0.67,0.02,0.52,0.45,0.45,0.02,0.99,0.79,0.57
Lead Onboarding Manager,NA,f,U1649,1,0.21,0.89,0.05,0.97,0.17,0.57,0.62,NaN,0.57,0.93,0.54,0.56,0.94,0.81,0.86,0.09,0.31,0.81,0.8,0.75,0.75,0.88,0.55,0.22,0.75,0.02,0.32,0.05,0.07,0.2,0.93,0.66,0.27,0.07,0.97,0.82,0.98,0.11,0.88,0.26,0.04,0.68,0.18,0.05,0.15,0.81,0.15,0.8,0.62,0.27,0.37,0.65,0.99,0.66,0.27,0.68
 Product Analyst - Pricing & Forecasting (M/F/D),NA,e,U1650,1,0.94,0.77,0.71,0.06,0.7,0.81,0.62,0.32,0.34,0.63,0.31,0.24,0.39,0.98,0.03,0.51,0.14,NaN,0.63,0.26,1,0.45,0.68,NaN,0.2,0.11,0.65,0.83,0.06,0.4,0.06,0.2,0.65,0.07,0.93,0.71,0.63,0.66,0.69,0.32,0.16,0.43,0.92,0.57,0.97,NaN,0.08,0.93,0.29,0.52,0.32,1,0.18,0.64,0.98,0.01
Lead Frontend Engineer,NA,g,U1651,1,0.07,0.39,0.84,0.05,0.33,0.3,0.2,0.62,0.92,0.52,0.29,0.67,0.23,0.13,0.96,0.64,0.51,NaN,0.71,0.83,0.21,0.74,0.96,NaN,0.36,0.15,0.95,0.46,0.31,0.89,0.96,0.29,0.41,0.69,0.12,0.11,0.29,0.5,0.64,0.59,0.76,0.55,0.31,0.62,0.44,0.46,0.15,0.62,0.64,0.18,0.32,0,0.69,0,0.43,0.48
 Backend Engineer - (Remote),NA,c,U1652,1,0.57,0.29,0.34,0.54,0.62,0.91,0.55,0.9,0.27,0.57,0.91,0.93,0.74,0.27,0.95,0.95,0.35,NaN,0.47,0.65,0.74,0.74,0.42,NaN,0.87,0.09,0.43,0.29,0.95,0.4,0.57,0.05,0.18,0.8,0.65,0.81,0.03,0.89,0.13,0.87,0.76,0.08,0.11,0.09,0.89,0.57,0.78,0.88,0.63,0.24,0.52,0.88,0.6,0.66,0.76,0.85
Junior SEO Marketing Manager - New Ventures  (m/f/d),NA,e,U1653,0,0.85,0.06,0.63,0.62,0.76,0.93,0.47,0.48,0.3,0.77,0.98,0.27,0.72,0.49,0.15,0.04,0.84,NaN,0.18,0.68,0.16,0.09,0.11,NaN,0.65,0.19,0.46,0.7,0.61,0.27,0.43,0.05,0.23,0.02,0.34,0.93,0.08,0.3,0.4,0.19,0.53,0.77,0.68,0.63,0.61,0.08,0.16,0.82,0.48,0.34,0.11,0.6,0.38,0.51,0.17,0.31
Lead Software Engineer - Deep Learning M/F/D,NA,e,U1654,1,0.81,0.88,0.97,0.25,0.88,0.39,0.15,0.57,0.78,0.3,0.12,0.2,0.88,0.79,0.96,0.68,0.75,0.05,0.19,0.71,0.56,0.14,0.19,NaN,0.96,0.1,0.91,0.77,0.81,0.92,0.57,0.36,0.35,0.52,0.21,0.42,0.56,0.11,0.74,0.48,0.23,0.22,0.11,0.31,0.92,0.35,0.34,0.19,0.38,0.14,0.03,0.23,0.81,0.87,0.84,0.41
Senior Data Science Manager m/f/d,NA,c,U1655,1,0.44,0.82,0.69,0.65,0.98,0.5,0.89,0.26,0.71,0.79,0.02,0.93,0.99,0.32,0.65,0.26,0.68,NaN,0.4,0.07,0.41,0.57,0.98,0.22,0.04,0.26,0.89,0.63,0.47,0.24,0.02,0.05,0.9,0.03,0.89,0.32,0.58,0.4,0.11,0.21,0.92,0.86,0.64,0.77,0.07,0.76,0.52,0.6,0.27,0.17,0.56,0.97,0.09,0.98,NaN,0.52
Lead Onboarding Manager,NA,f,U1656,0,0.22,0.02,0.27,0.78,0.75,0.56,0.36,1,0.11,0.02,0.11,0.56,0.65,0.04,0.85,0.8,0.71,NaN,0.68,0.51,NaN,0.88,0.37,NaN,0.75,0.68,0.01,0.48,0.87,0.54,NaN,0.48,0.4,0.83,0.38,0.49,0.67,0.68,0.44,0.85,0.53,0.14,0.92,0.64,0.94,0.15,0.21,0.21,0.23,0.25,0.17,0.77,0.46,0.35,0.72,0.23
 Data Science Manager M/F/D,55000,d,U1657,1,0.53,NaN,0.41,0.74,0.3,0.17,0.62,0.74,0.59,0.35,NaN,0.53,0.62,0.91,0.98,0.61,0.77,0.43,0.52,0.82,0.93,0.52,0.94,NaN,0.04,0.63,0.88,0.94,0.39,0.37,0.38,0.23,0.38,0.49,0.45,0,0.76,0.42,0.89,0.79,0.21,1,0.02,0.31,0.41,0.41,0.55,0.8,0.42,0.91,0.34,0.28,0.4,0.33,0.59,0.73
 Manager Policy Affairs - APAC,NA,c,U1658,0,0.03,0.03,0.77,0.21,0.57,0.17,0.82,0.97,0.13,0.13,0.72,0.64,0.64,0.09,0.51,0.88,0.41,NaN,0.45,0.09,0.45,0.81,0.94,0.36,0.69,0.81,0.87,0.23,0.08,0.42,0.41,0.08,0.49,0.78,0.76,0.65,0.74,0.61,0.48,0.61,0.74,0.79,0.72,0.88,0.94,0.05,0.62,0.37,0.83,0.39,0.08,0.06,0.87,0.43,0.89,0.18
Senior Backend Engineer (M/F/D),NA,b,U1659,0,0.05,0.13,0.36,0.82,0.37,0.06,0.34,0.66,0.91,0.26,0.46,0.14,0.46,0.82,0.54,0.1,0.58,NaN,0.79,0.17,0.07,0.67,0.9,NaN,0.76,0.48,0.33,0.14,0.31,0.61,0.86,0.35,0.57,0.08,0.53,0.94,0.72,0.34,0.16,0.99,0.27,0.97,0.13,0.68,0.86,0.03,0.48,0.44,0.11,0.68,0.18,0.82,0.17,0.51,0.52,0.46
 Product / UX Engineer - NLP,NA,h,U1660,1,0.23,0.82,0.49,0.82,0.97,0.65,0.39,0.33,0.39,0.6,0.63,0.32,0.08,0.08,0.17,0.18,0.93,NaN,0.74,0.08,0.4,0.76,0.46,NaN,0.24,0.95,0.9,0.14,0.93,0.05,0.34,0.36,0.03,0.18,0.89,0.71,0.37,0.55,0.91,0.65,0.59,0.27,0.16,0.14,0.31,NaN,0.72,0.09,0.2,0.2,0.44,0.57,0.15,0.15,0.37,0.2
Junior Product Owner - NLP,64000,b,U1661,1,0.9,0.31,0.77,0.7,0.7,0.88,0.01,0.24,0.94,0.29,0.8,0.87,0.39,0.09,0.9,0.45,0.9,0.47,0.1,1,0.69,0.89,0.58,NaN,0.07,0.04,0.07,0.97,0.74,0.12,0.89,0.47,0.7,0.69,0.71,0.89,0.55,0.12,0.75,0.39,0.22,0.26,0.68,1,0.6,0.29,0.04,0.17,0.49,0.86,0.94,0.6,0.98,0.53,0.88,0.64
 Software Engineer - (Remote),NA,d,U1662,1,0.98,0.94,0.13,0.45,0.9,0.21,0.16,0.36,0.88,0.08,0.36,0.64,0.87,0.64,0.31,0.74,0.46,NaN,0.8,0.25,0.91,0.1,0.73,NaN,0.66,0.91,0.68,0.62,0.35,0.67,0.6,0.95,0.09,0.28,0.69,0.28,0.19,0.78,0.35,0.75,0.2,0.12,0.91,0.32,0.47,0.62,0.39,1,0.77,0.45,0.65,0.8,0.86,0.49,0.72,0.19
 Online Marketing Manager,56000,a,U1663,1,0.63,0.45,0.99,0.5,0.93,0.28,0.58,0.68,0.87,0.03,0.45,0.85,0.2,0.85,0.14,0.46,0.57,0.73,0.84,0.87,0.44,0.13,0.47,NaN,0.84,0.97,0.81,0.63,0.28,0.09,0.71,0.6,1,0.87,0.77,0.26,0.33,0.8,0.45,0.24,0.07,0.23,0.9,0.45,0.25,0.15,0.53,0.02,0.23,0.23,NaN,0.37,0.85,0.04,NaN,0.07
Lead Reserch Scientist - Pricing & Forecasting,NA,h,U1664,1,0.19,0.43,0.26,0.09,0.04,0.68,0.11,0.08,0.47,0.89,0.52,0.17,0.16,0.39,0.32,0.57,0.99,0.59,0.53,0.11,0.56,0.29,0.9,0.54,0.2,0.97,0.87,0.9,0.81,0.75,0.21,0.98,0.29,0.88,0.91,0.11,0.45,0.33,0.36,0.66,0.43,0.45,0.42,0.38,0.25,0.85,0.15,0.41,0.72,0.12,0.57,0.19,0.56,0.51,0.28,0.89
Junior SEO Marketing Manager - New Ventures  (m/f/d),NA,h,U1665,0,0.52,0.17,0.21,0.73,0.37,0.1,0.97,0.51,0.75,0.45,0.84,0.82,0.45,0.1,0.76,0.45,0.34,NaN,0.35,0.89,NaN,0.5,0.07,NaN,0.81,0.36,0.22,0.95,0.08,0.04,0.91,0.73,0.57,0.58,0.01,0.96,0.34,0.44,0.39,0.83,0.56,0.28,0.7,0.08,0.81,0.32,0.99,0.94,0.88,0.17,0.02,0.26,0.79,0.27,0.79,0.93
Junior Manager Policy Affairs - France,54000,h,U1666,1,0.22,0.89,0.41,0.9,0.84,0.14,0.04,0.74,0.01,0.9,0.74,0.86,0.04,0.84,0.49,0.2,0.17,NaN,0.99,0.32,0.13,0.41,NaN,NaN,0.14,0.04,0.28,0.87,0.03,0.34,0.92,0.94,0.29,0.08,0.37,0.76,0.42,0.07,0.05,0.36,0.77,0.88,0.75,0.11,0.43,0.61,0.93,0.75,0.18,0.24,0.29,0.45,0.41,0.1,0.7,0.52
Lead Manager Innovation Lab - New Ventures M/F/D,NA,g,U1667,1,0.16,NaN,0.73,0.27,0.78,0.57,0.18,0.77,0.51,0.95,0.05,0.83,NaN,0.49,0.3,0.19,0.2,NaN,0.73,0.97,0.16,0.02,0.52,NaN,0.09,0.51,0.87,0.07,0.16,0.41,0.12,0.25,0.02,0.29,0.3,0.09,0.06,0.62,0.19,0.39,0.68,0.07,0.01,0.54,0.03,0.63,0.98,0.9,0.93,0.73,0.85,0.42,0.21,0.44,0.53,0.43
Lead AI Researcher - Deep Learning,NA,c,U1668,1,0.41,0.86,0.06,0.53,0.13,0.18,0.18,0.89,0.64,0.37,0.84,0.15,0.56,0.57,0.95,0.01,0.72,NaN,0.16,0.92,0.81,0.26,0.13,0.08,0.1,1,0.34,0.35,0.38,0.45,0.39,0.95,0.81,0.39,0.78,0.56,0.18,0.61,0.45,0.18,0.6,0.61,0.97,0.11,0.4,0.95,0.07,0.03,0.57,0.1,0.65,0.09,0.37,0.73,0.3,0.39
 Reserch Scientist - Supplier Financing m/f/d,60000,d,U1669,0,0.51,0.35,0.87,0.35,0.29,0.82,0.37,0.29,0.63,0.09,0.85,0.77,0.53,0.33,0.19,0.73,0.49,NaN,0.82,0.47,0.77,0.25,0.44,NaN,0.61,0.22,0.59,0.6,0.14,0.32,0.07,0.64,0.32,0.14,0.33,0.5,0.2,0.09,0.15,0.75,0.74,0.04,0.28,0.18,1,0.36,0.06,0.04,0.12,0.44,0.36,0.57,0.83,0.3,0.48,0.71
 Product Analyst - Pricing & Forecasting (M/F/D),NA,h,U1670,1,0.92,0.08,0.11,0.57,0.58,0.11,0.17,0.51,0.17,0.41,0.44,0.29,0.8,0.58,0.83,0.71,0.13,NaN,0.44,0.58,0.66,0.68,0.62,0.95,NaN,0.29,0.49,0.82,0.74,0.73,0.74,0.22,0.52,0.99,0.8,0.34,0.41,0.22,0.1,0.52,0.32,0.74,0.52,0.56,0.8,0.48,0.89,0.08,0.16,0.6,0.37,0.5,0.15,0.07,0.48,0.48
 UI Designer m/f/d,55000,b,U1671,0,0.69,0.93,0.97,0.81,0.51,0.39,0.83,0.67,0.83,0.28,0.21,0.85,0.08,0.22,0.72,0.76,0.86,NaN,0.34,0.22,0.81,0.45,0.21,NaN,0.07,0.19,0.27,0.5,0.72,0.46,0.41,0.06,0.48,0.57,NaN,0.32,0.49,0.64,0.38,0.05,0.51,0.54,0.12,0.43,0.71,0.37,0.7,0.86,0.1,0.49,0.79,0.08,0.06,0.28,0.28,0.46
Senior Data Scientist - Supplier Financing M/F/D,NA,a,U1672,1,0.66,0.36,0.89,0.44,0.7,0.82,0.52,0.88,0.39,0.02,0.55,0.2,0.63,0.36,0.13,0.7,0.95,NaN,0.01,0.4,0.7,0.81,0.24,NaN,0.04,0.39,0.91,0.24,0.83,0.2,0.48,0.6,0.47,0.68,0.15,0.16,0.72,0.93,0.65,0.03,0.92,0.85,0.72,0.19,0.82,0.08,0.86,0.61,0.84,NaN,0.81,0.11,0.71,0.27,0.14,0.56
